Year,Country,Company,Developer_Type,Experience_Level,Avg_Salary_USD,Requirement_Rate,AI_Impact_Level,Automation_Risk,Remote_Work_Percentage,Job_Satisfaction,Work_Hours_Per_Week
2024,USA,Wipro,ML Engineer,Senior,248103,96,High Demand,Low,90,9,35
2025,Australia,OpenAI,Frontend Developer,Mid,89333,58,Moderate Impact,Medium,87,8,42
2024,India,TCS,Frontend Developer,Junior,28438,57,Moderate Impact,Medium,71,9,45
2023,Germany,IBM,Data Scientist,Junior,104096,84,High Demand,Low,89,10,47
2024,Germany,Meta,Backend Developer,Junior,100313,89,Moderate Impact,High,79,9,48
2023,UK,OpenAI,Backend Developer,Junior,104988,55,Moderate Impact,High,78,10,39
2025,USA,NVIDIA,Mobile Developer,Junior,133587,59,Moderate Impact,High,69,9,45
2022,India,TCS,ML Engineer,Junior,21050,100,High Demand,Low,89,8,37
2022,UK,Infosys,Frontend Developer,Junior,88472,58,Moderate Impact,High,72,8,48
2024,USA,Microsoft,Mobile Developer,Mid,116596,87,Moderate Impact,Medium,72,9,42
2023,Australia,OpenAI,Data Scientist,Senior,110370,100,High Demand,Low,70,9,43
2025,UK,IBM,Data Scientist,Junior,114863,80,High Demand,Low,50,10,49
2024,USA,Meta,ML Engineer,Senior,221930,92,High Demand,Low,62,10,43
2024,India,Wipro,Data Scientist,Junior,21989,76,High Demand,Low,57,6,44
2025,Canada,Amazon,Frontend Developer,Mid,120833,86,Moderate Impact,High,82,6,48
2022,Canada,Wipro,ML Engineer,Mid,126150,92,High Demand,Low,82,10,36
2024,Australia,Wipro,Backend Developer,Mid,128606,60,Moderate Impact,Medium,85,10,45
2025,UK,Google,Backend Developer,Senior,105573,74,Moderate Impact,Medium,51,7,43
2025,USA,Microsoft,ML Engineer,Junior,208239,94,High Demand,Low,89,9,49
2023,Canada,Accenture,ML Engineer,Senior,160599,97,High Demand,Low,67,10,37
2024,Germany,NVIDIA,AI Engineer,Senior,140455,100,High Demand,Low,50,6,35
2023,Canada,NVIDIA,Data Analyst,Mid,90044,100,Growing Demand,Medium,69,6,42
2024,Germany,NVIDIA,AI Engineer,Mid,164436,91,High Demand,Low,56,9,45
2023,USA,Meta,Mobile Developer,Mid,126351,84,Moderate Impact,Medium,60,9,38
2025,UK,OpenAI,Full Stack Developer,Mid,86793,56,Moderate Impact,Medium,53,6,49
2023,UK,Accenture,AI Engineer,Junior,118186,100,High Demand,Low,51,6,39
2022,India,Amazon,ML Engineer,Junior,37929,100,High Demand,Low,62,6,48
2023,UK,Microsoft,Data Analyst,Senior,78422,97,Growing Demand,Medium,81,9,43
2023,Canada,Infosys,Data Scientist,Mid,112945,100,High Demand,Low,78,8,36
2024,Canada,IBM,Full Stack Developer,Senior,100829,69,Moderate Impact,Medium,74,7,47
2023,USA,IBM,Frontend Developer,Junior,107943,68,Moderate Impact,Medium,76,7,46
2022,India,Accenture,Full Stack Developer,Senior,37851,58,Moderate Impact,Medium,58,9,47
2022,Germany,Infosys,Mobile Developer,Mid,79877,71,Moderate Impact,Medium,86,6,45
2024,UK,TCS,Backend Developer,Senior,75322,86,Moderate Impact,Medium,59,9,44
2022,Australia,Google,Backend Developer,Senior,105140,75,Moderate Impact,High,87,10,41
2022,Germany,Microsoft,Frontend Developer,Mid,88444,69,Moderate Impact,High,67,9,50
2022,UK,NVIDIA,Data Scientist,Senior,138663,100,High Demand,Low,73,8,36
2022,Australia,Meta,ML Engineer,Senior,131581,100,High Demand,Low,72,10,48
2023,India,Infosys,Data Analyst,Mid,40097,99,Growing Demand,Medium,82,10,44
2022,USA,IBM,Full Stack Developer,Junior,92189,81,Moderate Impact,High,76,7,44
2023,Canada,IBM,Backend Developer,Mid,94167,74,Moderate Impact,Medium,68,10,47
2024,Australia,Microsoft,Full Stack Developer,Junior,101959,76,Moderate Impact,High,58,9,41
2025,UK,Accenture,ML Engineer,Mid,99194,81,High Demand,Low,81,10,47
2023,Germany,IBM,Mobile Developer,Junior,120422,62,Moderate Impact,Medium,69,9,39
2025,Canada,IBM,Frontend Developer,Junior,102893,68,Moderate Impact,High,52,7,48
2024,UK,Meta,Data Analyst,Junior,72540,78,Growing Demand,Medium,81,9,49
2024,Canada,Meta,ML Engineer,Mid,159348,95,High Demand,Low,55,10,40
2025,Australia,IBM,Backend Developer,Mid,90551,91,Moderate Impact,Medium,71,9,44
2025,Canada,NVIDIA,Frontend Developer,Junior,106295,78,Moderate Impact,High,68,10,43
2025,UK,Google,Full Stack Developer,Junior,91888,79,Moderate Impact,High,84,9,38
2025,Australia,Google,ML Engineer,Junior,157590,76,High Demand,Low,54,6,43
2024,Germany,Meta,Full Stack Developer,Junior,115585,62,Moderate Impact,High,54,7,36
2025,Australia,Google,AI Engineer,Mid,153349,100,High Demand,Low,71,8,38
2024,USA,Infosys,Data Scientist,Mid,189422,97,High Demand,Low,52,7,48
2024,Australia,Infosys,Data Analyst,Mid,90448,100,Growing Demand,Medium,85,6,42
2022,Canada,Accenture,Full Stack Developer,Junior,84028,73,Moderate Impact,High,59,8,36
2022,Canada,IBM,ML Engineer,Senior,121453,100,High Demand,Low,85,7,39
2023,USA,Wipro,Data Scientist,Mid,185109,100,High Demand,Low,50,7,39
2023,Germany,IBM,Backend Developer,Mid,108006,63,Moderate Impact,High,50,9,39
2022,Canada,NVIDIA,AI Engineer,Junior,149430,100,High Demand,Low,76,6,35
2025,UK,IBM,AI Engineer,Senior,146167,95,High Demand,Low,83,10,45
2022,UK,Wipro,Mobile Developer,Junior,73742,71,Moderate Impact,Medium,79,6,48
2024,USA,Amazon,Data Scientist,Junior,161856,100,High Demand,Low,73,10,40
2024,UK,OpenAI,Mobile Developer,Junior,80109,82,Moderate Impact,High,60,8,45
2022,Germany,Meta,Data Analyst,Senior,104004,92,Growing Demand,Medium,81,10,43
2024,Canada,Meta,AI Engineer,Senior,155682,100,High Demand,Low,78,6,46
2022,USA,Accenture,Backend Developer,Senior,114003,62,Moderate Impact,High,50,6,41
2022,Australia,Wipro,AI Engineer,Mid,169877,89,High Demand,Low,63,7,48
2023,Germany,Wipro,ML Engineer,Junior,138859,100,High Demand,Low,53,8,40
2022,UK,OpenAI,Data Analyst,Mid,66876,95,Growing Demand,Medium,52,6,41
2022,USA,Accenture,Frontend Developer,Junior,136865,75,Moderate Impact,High,72,9,40
2024,India,Wipro,Full Stack Developer,Mid,40075,60,Moderate Impact,High,77,10,45
2025,Germany,Infosys,Data Analyst,Mid,90423,75,Growing Demand,Medium,65,9,40
2023,Canada,Wipro,Backend Developer,Senior,79058,61,Moderate Impact,High,67,10,46
2024,Germany,Infosys,Mobile Developer,Senior,110012,78,Moderate Impact,High,87,6,49
2025,India,Infosys,Backend Developer,Senior,16970,82,Moderate Impact,Medium,51,6,45
2022,USA,IBM,AI Engineer,Senior,145271,87,High Demand,Low,82,8,41
2025,UK,Wipro,Data Analyst,Senior,82739,98,Growing Demand,Medium,84,9,44
2024,UK,IBM,Frontend Developer,Junior,106803,84,Moderate Impact,High,57,7,46
2024,Australia,Meta,Full Stack Developer,Junior,125007,57,Moderate Impact,High,58,10,41
2025,Germany,Infosys,Data Scientist,Junior,136756,94,High Demand,Low,59,10,42
2024,Australia,Meta,Full Stack Developer,Mid,91022,60,Moderate Impact,High,86,7,42
2025,India,Accenture,Frontend Developer,Senior,17102,83,Moderate Impact,High,78,7,40
2023,Canada,Infosys,Full Stack Developer,Senior,80172,75,Moderate Impact,High,78,9,35
2022,Germany,Infosys,ML Engineer,Senior,99919,100,High Demand,Low,83,10,48
2025,Australia,Accenture,Data Analyst,Mid,112478,84,Growing Demand,Medium,80,6,41
2023,India,Google,ML Engineer,Mid,22395,79,High Demand,Low,50,6,50
2023,USA,Google,ML Engineer,Junior,211564,100,High Demand,Low,50,10,47
2022,USA,Microsoft,AI Engineer,Mid,159515,84,High Demand,Low,68,9,40
2023,India,Accenture,Data Analyst,Mid,36095,95,Growing Demand,Medium,86,9,37
2024,Canada,Google,AI Engineer,Mid,122932,87,High Demand,Low,61,8,44
2024,India,OpenAI,Data Analyst,Junior,31105,96,Growing Demand,Medium,62,10,42
2024,UK,Accenture,Full Stack Developer,Junior,99910,82,Moderate Impact,Medium,82,6,37
2024,Germany,Infosys,AI Engineer,Mid,158260,97,High Demand,Low,65,8,45
2025,Canada,Infosys,Frontend Developer,Senior,100041,86,Moderate Impact,Medium,90,6,49
2023,Germany,Microsoft,Frontend Developer,Mid,120809,74,Moderate Impact,Medium,62,6,43
2024,UK,Meta,AI Engineer,Senior,92708,82,High Demand,Low,89,10,40
2025,India,OpenAI,Mobile Developer,Senior,17555,60,Moderate Impact,High,51,10,48
2022,Australia,Meta,Frontend Developer,Senior,86823,69,Moderate Impact,Medium,80,6,46
2022,UK,Meta,Full Stack Developer,Junior,63015,81,Moderate Impact,Medium,75,9,43
2023,Canada,Amazon,Frontend Developer,Junior,112990,90,Moderate Impact,High,81,10,48
2022,Canada,Meta,Mobile Developer,Senior,70936,83,Moderate Impact,Medium,51,7,50
2025,USA,Infosys,ML Engineer,Junior,158926,85,High Demand,Low,79,6,47
2025,UK,Accenture,Data Analyst,Senior,80777,88,Growing Demand,Medium,84,9,43
2023,UK,Infosys,Full Stack Developer,Junior,94271,73,Moderate Impact,Medium,56,10,43
2022,Germany,NVIDIA,ML Engineer,Junior,120917,88,High Demand,Low,72,9,49
2023,UK,IBM,Data Scientist,Junior,145366,98,High Demand,Low,83,10,39
2024,Australia,Meta,Backend Developer,Mid,128532,80,Moderate Impact,High,53,7,40
2024,USA,NVIDIA,Mobile Developer,Senior,164309,77,Moderate Impact,Medium,90,10,36
2024,Australia,Infosys,Mobile Developer,Junior,118207,53,Moderate Impact,High,81,8,42
2022,India,OpenAI,Mobile Developer,Junior,12493,86,Moderate Impact,Medium,89,7,38
2025,Canada,Accenture,Data Scientist,Mid,171211,99,High Demand,Low,81,7,47
2022,USA,TCS,Data Scientist,Senior,179679,75,High Demand,Low,74,7,40
2023,Canada,Amazon,AI Engineer,Mid,96483,100,High Demand,Low,59,6,47
2023,UK,Wipro,Mobile Developer,Senior,101326,70,Moderate Impact,High,56,10,36
2022,UK,Accenture,Frontend Developer,Senior,84080,72,Moderate Impact,High,78,7,35
2024,India,Meta,Data Analyst,Mid,19966,85,Growing Demand,Medium,73,7,38
2023,Canada,Infosys,Data Scientist,Senior,106351,100,High Demand,Low,84,6,49
2022,India,Amazon,Backend Developer,Junior,26831,79,Moderate Impact,Medium,73,10,40
2024,Germany,Wipro,Full Stack Developer,Junior,97873,65,Moderate Impact,Medium,75,9,44
2025,UK,Meta,Mobile Developer,Mid,81223,60,Moderate Impact,Medium,64,10,46
2025,Australia,Amazon,ML Engineer,Senior,183482,100,High Demand,Low,65,10,38
2022,India,TCS,Mobile Developer,Junior,13866,53,Moderate Impact,Medium,59,9,41
2025,USA,OpenAI,Mobile Developer,Senior,176422,83,Moderate Impact,Medium,79,9,44
2022,USA,NVIDIA,Backend Developer,Junior,100460,75,Moderate Impact,Medium,56,6,37
2025,Australia,TCS,Mobile Developer,Senior,120924,55,Moderate Impact,High,72,6,47
2024,Canada,IBM,Backend Developer,Mid,120382,76,Moderate Impact,Medium,86,10,41
2025,India,NVIDIA,Mobile Developer,Junior,22546,69,Moderate Impact,Medium,55,9,43
2023,Australia,Wipro,AI Engineer,Junior,121527,100,High Demand,Low,61,9,40
2022,USA,Accenture,Full Stack Developer,Junior,150214,88,Moderate Impact,High,59,9,46
2025,UK,TCS,Backend Developer,Mid,102713,71,Moderate Impact,High,65,10,35
2025,Canada,Infosys,Data Scientist,Senior,125770,100,High Demand,Low,75,10,49
2024,UK,TCS,Data Scientist,Senior,101845,99,High Demand,Low,78,6,42
2022,Canada,Infosys,Full Stack Developer,Junior,82630,86,Moderate Impact,High,85,9,50
2025,USA,IBM,Frontend Developer,Junior,131494,78,Moderate Impact,Medium,58,9,38
2023,Germany,Infosys,Full Stack Developer,Junior,80942,72,Moderate Impact,High,74,10,47
2024,Australia,IBM,Frontend Developer,Senior,98094,66,Moderate Impact,High,65,10,46
2025,UK,IBM,Frontend Developer,Junior,75867,81,Moderate Impact,High,54,9,38
2023,India,OpenAI,Mobile Developer,Senior,41058,63,Moderate Impact,High,81,9,49
2022,Germany,Infosys,ML Engineer,Junior,90586,96,High Demand,Low,60,9,41
2023,USA,Infosys,Data Scientist,Senior,153264,88,High Demand,Low,69,10,46
2024,Australia,Amazon,ML Engineer,Senior,123524,93,High Demand,Low,80,8,50
2023,Australia,Wipro,Data Analyst,Mid,105711,98,Growing Demand,Medium,60,10,42
2023,UK,Infosys,Full Stack Developer,Junior,70253,84,Moderate Impact,Medium,87,6,38
2022,India,Wipro,ML Engineer,Junior,35214,77,High Demand,Low,84,8,44
2025,Australia,Microsoft,Backend Developer,Senior,127676,79,Moderate Impact,High,86,7,44
2024,India,Meta,Data Scientist,Junior,32334,93,High Demand,Low,54,6,42
2022,Canada,Amazon,Frontend Developer,Senior,70090,81,Moderate Impact,High,53,7,48
2024,Germany,Infosys,Mobile Developer,Junior,100012,56,Moderate Impact,High,50,8,36
2022,UK,Meta,Frontend Developer,Junior,90689,82,Moderate Impact,Medium,66,7,44
2023,USA,Wipro,Backend Developer,Junior,155134,63,Moderate Impact,Medium,89,8,37
2024,Australia,NVIDIA,Frontend Developer,Senior,113641,57,Moderate Impact,Medium,50,10,43
2023,USA,Accenture,AI Engineer,Mid,182714,100,High Demand,Low,59,7,45
2023,India,Google,Mobile Developer,Senior,31559,66,Moderate Impact,Medium,57,6,49
2023,UK,OpenAI,Mobile Developer,Junior,71635,91,Moderate Impact,Medium,68,10,41
2025,Germany,IBM,AI Engineer,Mid,128916,100,High Demand,Low,58,10,45
2025,Australia,OpenAI,Frontend Developer,Mid,128934,89,Moderate Impact,High,89,7,39
2023,UK,Meta,Data Scientist,Mid,137198,92,High Demand,Low,81,8,40
2024,USA,Infosys,Frontend Developer,Junior,139752,73,Moderate Impact,Medium,69,8,39
2022,Germany,TCS,Mobile Developer,Junior,70350,73,Moderate Impact,Medium,61,10,36
2025,USA,Wipro,AI Engineer,Senior,252147,84,High Demand,Low,87,8,41
2023,Canada,Meta,ML Engineer,Junior,109763,91,High Demand,Low,68,6,43
2025,India,TCS,Mobile Developer,Mid,25747,86,Moderate Impact,Medium,67,6,37
2023,Germany,IBM,Data Scientist,Junior,163678,77,High Demand,Low,52,8,44
2025,Canada,IBM,Frontend Developer,Mid,121703,78,Moderate Impact,Medium,58,8,41
2024,Australia,TCS,Backend Developer,Mid,114351,81,Moderate Impact,High,50,10,37
2023,Canada,Wipro,ML Engineer,Senior,127753,100,High Demand,Low,55,8,50
2022,Germany,IBM,ML Engineer,Senior,99325,95,High Demand,Low,65,7,35
2023,India,IBM,Backend Developer,Junior,19987,65,Moderate Impact,Medium,73,9,43
2022,Germany,Wipro,Mobile Developer,Senior,86545,56,Moderate Impact,High,63,10,39
2024,USA,NVIDIA,Data Analyst,Junior,175191,75,Growing Demand,Medium,81,10,36
2022,Germany,Amazon,Frontend Developer,Senior,76803,65,Moderate Impact,High,83,9,44
2022,UK,OpenAI,Data Analyst,Junior,99698,67,Growing Demand,Medium,82,6,41
2025,India,Amazon,Mobile Developer,Mid,30028,62,Moderate Impact,High,70,6,35
2023,USA,TCS,Frontend Developer,Mid,134773,81,Moderate Impact,Medium,81,9,46
2025,UK,Google,AI Engineer,Junior,135701,96,High Demand,Low,65,6,39
2022,Germany,IBM,Frontend Developer,Junior,117414,59,Moderate Impact,High,50,10,48
2025,Germany,Infosys,AI Engineer,Mid,135528,100,High Demand,Low,77,10,49
2023,India,TCS,Backend Developer,Mid,30128,78,Moderate Impact,High,50,10,40
2025,India,Amazon,Data Scientist,Junior,30536,94,High Demand,Low,62,7,36
2023,Australia,Google,Backend Developer,Junior,116262,56,Moderate Impact,Medium,86,9,42
2024,India,NVIDIA,Backend Developer,Senior,33827,79,Moderate Impact,High,87,7,39
2025,India,Accenture,AI Engineer,Mid,20435,99,High Demand,Low,65,8,47
2022,Australia,Meta,Backend Developer,Junior,113981,65,Moderate Impact,Medium,83,10,35
2023,Canada,OpenAI,Frontend Developer,Junior,107461,69,Moderate Impact,High,58,7,50
2023,USA,Meta,Frontend Developer,Junior,100851,56,Moderate Impact,Medium,61,8,49
2025,USA,Google,Full Stack Developer,Senior,138548,85,Moderate Impact,Medium,88,8,46
2022,Australia,OpenAI,Data Analyst,Senior,111735,89,Growing Demand,Medium,89,10,45
2022,Australia,NVIDIA,Mobile Developer,Senior,98166,61,Moderate Impact,High,85,10,43
2024,USA,Meta,Data Scientist,Senior,156119,100,High Demand,Low,68,10,38
2024,UK,Meta,AI Engineer,Mid,146762,96,High Demand,Low,71,6,43
2025,UK,TCS,AI Engineer,Senior,103928,100,High Demand,Low,77,6,44
2024,UK,Wipro,Mobile Developer,Junior,105754,61,Moderate Impact,High,62,6,40
2024,India,Google,Mobile Developer,Mid,37456,73,Moderate Impact,Medium,85,9,48
2023,Canada,Wipro,Data Analyst,Mid,95583,95,Growing Demand,Medium,77,10,35
2025,USA,Google,AI Engineer,Junior,240511,100,High Demand,Low,59,8,36
2023,USA,Amazon,Data Scientist,Senior,194306,100,High Demand,Low,73,10,36
2024,UK,Microsoft,Frontend Developer,Mid,83152,58,Moderate Impact,High,51,10,48
2024,Australia,Accenture,Full Stack Developer,Mid,126707,80,Moderate Impact,Medium,76,7,39
2022,UK,OpenAI,ML Engineer,Senior,85333,85,High Demand,Low,63,10,38
2023,Germany,Accenture,Full Stack Developer,Senior,83832,88,Moderate Impact,High,54,7,50
2025,Australia,Accenture,ML Engineer,Junior,176145,87,High Demand,Low,52,8,49
2025,USA,Google,Data Scientist,Junior,152158,100,High Demand,Low,55,8,49
2023,India,Meta,ML Engineer,Senior,19641,95,High Demand,Low,75,7,50
2022,UK,Microsoft,ML Engineer,Junior,123208,100,High Demand,Low,89,10,42
2023,Australia,Microsoft,Data Scientist,Mid,133686,87,High Demand,Low,77,10,42
2023,Australia,OpenAI,Data Scientist,Junior,158901,98,High Demand,Low,50,8,46
2025,India,TCS,Mobile Developer,Mid,22047,83,Moderate Impact,Medium,58,6,46
2025,UK,Infosys,Data Analyst,Mid,98829,98,Growing Demand,Medium,89,9,42
2025,Germany,Google,ML Engineer,Mid,166934,90,High Demand,Low,64,7,47
2024,India,Meta,Data Analyst,Senior,43026,81,Growing Demand,Medium,85,9,39
2024,Canada,NVIDIA,Mobile Developer,Senior,85675,84,Moderate Impact,Medium,63,10,46
2024,USA,Google,Data Analyst,Senior,100808,100,Growing Demand,Medium,74,10,46
2022,UK,Meta,Data Scientist,Junior,112992,97,High Demand,Low,73,9,45
2025,Australia,Microsoft,AI Engineer,Mid,122878,80,High Demand,Low,63,9,45
2025,Australia,Amazon,Data Analyst,Senior,130795,69,Growing Demand,Medium,52,8,41
2023,USA,TCS,Backend Developer,Junior,140448,80,Moderate Impact,High,55,10,40
2025,Canada,Meta,Data Scientist,Junior,154219,92,High Demand,Low,53,8,43
2024,Australia,NVIDIA,Data Analyst,Junior,111041,100,Growing Demand,Medium,83,10,40
2024,Canada,Wipro,Data Scientist,Senior,159269,84,High Demand,Low,60,7,47
2025,UK,Google,AI Engineer,Junior,144568,84,High Demand,Low,87,8,41
2024,Australia,Google,Mobile Developer,Mid,124788,57,Moderate Impact,High,51,7,36
2023,Germany,Accenture,Frontend Developer,Mid,90381,86,Moderate Impact,High,61,7,46
2023,USA,TCS,AI Engineer,Senior,176740,84,High Demand,Low,80,8,40
2024,Germany,IBM,Data Analyst,Mid,127459,77,Growing Demand,Medium,63,7,49
2022,Germany,Microsoft,Data Analyst,Mid,100289,93,Growing Demand,Medium,62,10,35
2022,India,Accenture,Full Stack Developer,Junior,17258,62,Moderate Impact,High,72,9,46
2025,India,TCS,ML Engineer,Junior,63048,78,High Demand,Low,57,9,46
2024,Canada,NVIDIA,Backend Developer,Junior,80147,78,Moderate Impact,Medium,50,8,36
2025,Australia,Microsoft,Data Analyst,Senior,123570,71,Growing Demand,Medium,88,7,39
2022,Canada,TCS,Mobile Developer,Senior,87976,70,Moderate Impact,Medium,65,9,50
2023,India,TCS,Backend Developer,Senior,20694,55,Moderate Impact,High,86,10,48
2023,USA,Infosys,ML Engineer,Senior,221679,82,High Demand,Low,60,7,50
2022,Germany,OpenAI,ML Engineer,Mid,120163,88,High Demand,Low,81,9,50
2025,Germany,Infosys,Data Scientist,Senior,147294,100,High Demand,Low,83,10,45
2024,Canada,TCS,Data Analyst,Senior,105736,81,Growing Demand,Medium,66,6,43
2023,India,Meta,Data Analyst,Mid,12609,89,Growing Demand,Medium,67,9,48
2024,USA,Infosys,Mobile Developer,Senior,106232,62,Moderate Impact,High,81,9,43
2023,UK,OpenAI,Backend Developer,Junior,76618,80,Moderate Impact,Medium,74,10,43
2025,Germany,Amazon,AI Engineer,Senior,189131,90,High Demand,Low,74,8,47
2023,Australia,Amazon,Full Stack Developer,Senior,101236,72,Moderate Impact,High,85,9,38
2025,Australia,TCS,Data Scientist,Mid,155438,96,High Demand,Low,90,7,36
2024,Canada,Google,Data Analyst,Junior,81426,98,Growing Demand,Medium,81,8,50
2023,Canada,Accenture,Mobile Developer,Senior,77259,74,Moderate Impact,High,62,7,47
2024,USA,Accenture,Data Scientist,Senior,211269,100,High Demand,Low,83,7,37
2022,Canada,NVIDIA,AI Engineer,Senior,142655,100,High Demand,Low,73,7,42
2025,Germany,Amazon,ML Engineer,Mid,157041,96,High Demand,Low,55,7,40
2023,India,Microsoft,Frontend Developer,Senior,26635,52,Moderate Impact,Medium,68,10,44
2023,USA,OpenAI,Mobile Developer,Senior,151886,67,Moderate Impact,Medium,69,9,42
2024,Australia,Meta,Data Analyst,Senior,109022,91,Growing Demand,Medium,71,6,47
2024,Germany,Amazon,ML Engineer,Senior,110150,96,High Demand,Low,85,10,36
2022,USA,Wipro,AI Engineer,Senior,156916,96,High Demand,Low,82,7,41
2024,Canada,Infosys,Frontend Developer,Mid,78964,89,Moderate Impact,Medium,73,9,40
2023,Canada,Amazon,Frontend Developer,Junior,101864,70,Moderate Impact,High,62,10,36
2025,UK,Google,Data Scientist,Senior,109183,79,High Demand,Low,63,8,46
2023,Australia,Amazon,Mobile Developer,Junior,97490,91,Moderate Impact,High,68,9,48
2024,Australia,Wipro,Full Stack Developer,Senior,113921,72,Moderate Impact,High,51,6,49
2023,Canada,Amazon,Mobile Developer,Junior,88481,58,Moderate Impact,High,74,8,42
2024,Canada,Wipro,Frontend Developer,Senior,110650,66,Moderate Impact,High,78,7,47
2022,UK,Wipro,Backend Developer,Junior,60481,52,Moderate Impact,Medium,55,6,49
2024,USA,Google,ML Engineer,Mid,238147,82,High Demand,Low,67,10,43
2025,USA,Infosys,Frontend Developer,Mid,173607,60,Moderate Impact,High,82,9,41
2022,Canada,Infosys,Backend Developer,Junior,94123,59,Moderate Impact,Medium,86,10,49
